plan_key,state,plan_name,established,status,reporting_year,as_of,funded,assets_m,active_accounts,accounts_since_inception,paid_out_fy_m,paid_out_inception_m,source,note,sort
WV,WV,West Virginia Prepaid Tuition Plan,1997,Closed (2021),2020,,0.853,55.0,2585.0,9739.0,11.0,,CSPN one-pager 2020,,21
WV,WV,West Virginia Prepaid Tuition Plan,1997,Closed (2021),2021,,1.0,3.0,584.0,9739.0,5.0,168.0,CSPN one-pager 2021,,21
CO,CO,Colorado Prepaid Tuition Plan,1997,Closed (depleted),2005,,1.0,41.0,4620.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,22
CO,CO,Colorado Prepaid Tuition Plan,1997,Closed (depleted),2006,,1.0,38.4,4189.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,22
CO,CO,Colorado Prepaid Tuition Plan,1997,Closed (depleted),2007,,1.0,38.4,4189.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,22
CO,CO,Colorado Prepaid Tuition Plan,1997,Closed (depleted),2008,,1.0,38.4,4189.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,22
CO,CO,Colorado Prepaid Tuition Plan,1997,Closed (depleted),2009,,1.0,29.5,3200.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,22
CO,CO,Colorado Prepaid Tuition Plan,1997,Closed (depleted),2010,,1.0,29.5,3200.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,22
CO,CO,Colorado Prepaid Tuition Plan,1997,Closed (depleted),2011,,1.0,26.7,2412.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,22
CO,CO,Colorado Prepaid Tuition Plan,1997,Closed (depleted),2012,,1.0,26.0,2292.0,,,,CSPN quarterly workbooks (FY05-FY15 series),,22
